article_incident_title,incday,incmo,incyr,province_psgc,municipality_psgc,city_psgc,actors_affiliation1,actors_effect1,manifestation_code1,incident_causes_code1,geo_tag_longitude,geo_tag_latitude,actors_count_number,inc_cat
"Murder in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",23,2,2020,153800000,153807000,-99,16,6,2031,-98,124.2200147,7.149563294,3,9
"Murder in Brgy. Ba-as, Lamitan City, Basilan",31,1,2018,150700000,-99,150702000,30,4,2031,8010,122.171901,6.58566419,7,8
"Murder in Brgy. Ba-as, Lamitan City, Basilan ",12,6,2019,150700000,-99,150702000,16,6,2031,-98,122.171901,6.58566419,2,9
"Murder in Brgy. Bacayawan, Sultan Dumalondong, Lanao del Sur",13,12,2020,153600000,153640000,-99,16,6,901,8008,124.2624041,7.753413925,3,8
"Murder in Brgy. Bacolod, Bubong, Lanao del Sur ",23,9,2018,153600000,153601000,-99,16,6,2031,3006,124.1421644,7.86176289,2,3
"Murder in Brgy. Bacong, Marantao, Lanao del Sur ",18,9,2019,153600000,153616000,-99,16,6,2031,-98,124.2681854,7.983724875,2,9
"Murder in Brgy. Bacung, Sumisip, Basilan",6,7,2018,150700000,150705000,-99,16,6,2031,-98,122.0212568,6.474161861,2,9
"Murder in Brgy. Badak, Datu Odin Sinsuat, Maguindanao",13,11,2017,153800000,153807000,-99,16,6,906,-98,124.117634,7.128752996,3,9
"Murder in Brgy. Badak, Datu Odin Sinsuat, Maguindanao",7,3,2018,153800000,153807000,-99,16,6,901,-98,124.117634,7.128752996,2,9
"Murder in Brgy. Badak, Datu Odin Sinsuat, Maguindanao",16,11,2018,153800000,153807000,-99,2,6,2031,3005,124.117634,7.128752996,6,3
"Murder in Brgy. Badak, Gen. S.K. Pendatun, Maguindanao",29,1,2017,153800000,153819000,-99,16,6,2031,-98,124.7570098,6.854461066,2,9
"Murder in Brgy. Badak, Gen. S.K. Pendatun, Maguindanao",31,3,2017,153800000,153819000,-99,16,6,901,-98,124.7570098,6.854461066,2,9
"Murder in Brgy. Badja, Tipo- Tipo, Basilan",25,7,2018,150700000,150706000,-99,16,6,2031,-98,122.1628755,6.553374321,2,9
"Murder in Brgy. Bagan, Guindulungan and Brgy. Kabengi, Datu Saudi Ampatuan, Maguindanao",22,5,2018,153800000,153825000,-99,-98,9,901,-98,124.3996371,6.936685813,4,9
"Murder in Brgy. Bagan, Guindulungan, Maguindanao",20,10,2016,153800000,153825000,-99,16,6,2031,-98,124.3996371,6.936685813,2,9
"Murder in Brgy. Bagan, Guindulungan, Maguindanao",11,12,2019,153800000,153825000,-99,16,4,2031,3005,124.3996371,6.936685813,3,3
"Murder in Brgy. Bagan, Guindulungan, Maguindanao",9,9,2020,153800000,153825000,-99,16,6,901,1007,124.3996371,6.936685813,3,1
"Murder in Brgy. Bagoaingud, Balabagan, Lanao del Sur",19,3,2020,153600000,153602000,-99,16,6,2031,3006,124.1822049,7.555879623,2,3
"Murder in Brgy. Bagoenged, Datu Odin Sinsuat, Maguindanao",8,12,2019,153800000,153807000,-99,16,-98,2031,3006,124.3024731,7.005649678,8,3
"Murder in Brgy. Bagoenged, Pagalungan, Maguindanao",24,5,2016,153800000,153810000,-99,16,6,2031,-98,124.7332754,7.000483565,7,9
"Murder in Brgy. Bagoenged, Pagalungan, Maguindanao",13,10,2017,153800000,153810000,-99,16,6,901,-98,124.7332754,7.000483565,2,9
"Murder in Brgy. Bagsak, Talipao, Sulu",4,11,2017,156600000,156613000,-99,16,6,2031,5017,121.1478353,6.010438807,2,5
"Murder in Brgy. Bagua 1, Cotabato City",25,6,2019,-99,-99,129804000,16,6,2031,-98,124.2304134,7.223362251,2,9
"Murder in Brgy. Bagua 1, Cotabato City",10,7,2020,-99,-99,129804000,16,6,901,-98,124.2304134,7.223362251,2,9
"Murder in Brgy. Bagua 2, Cotabato City",19,1,2017,-99,-99,129804000,16,6,901,7004,124.2298761,7.215875267,3,7
"Murder in Brgy. Bagua 2, Cotabato City",2,2,2018,-99,-99,129804000,16,6,2031,-98,124.2298761,7.215875267,3,9
"Murder in Brgy. Bagua 2, Cotabato City",19,12,2019,-99,-99,129804000,16,6,901,8008,124.2298761,7.215875267,2,8
"Murder in Brgy. Bagua 2, Cotabato City",14,1,2019,-99,-99,129804000,16,6,901,-98,124.2298761,7.215875267,2,9
"Murder in Brgy. Bagua 2, Cotabato City ",22,9,2017,-99,-99,129804000,31,6,901,3006,124.2298761,7.215875267,4,3
"Murder in Brgy. Bagua 3, Cotabato City",14,1,2017,-99,-99,129804000,16,6,901,-98,124.2424039,7.222615835,2,9
"Murder in Brgy. Bagua 3, Cotabato City",29,3,2017,-99,-99,129804000,-98,9,901,-98,124.2424039,7.222615835,3,9
"Murder in Brgy. Bagua 3, Cotabato City",24,2,2020,-99,-99,129804000,16,6,901,-98,124.2424039,7.222615835,4,9
"Murder in Brgy. Bagua 3, Cotabato City",8,7,2020,-99,-99,129804000,16,6,901,-98,124.2424039,7.222615835,2,9
"Murder in Brgy. Bagua 3, Cotabato City",11,4,2019,-99,-99,129804000,16,6,901,-98,124.2424039,7.222615835,4,9
"Murder in Brgy. Bagua 3, Cotabato City ",2,10,2019,-99,-99,129804000,16,6,2031,-98,124.2424039,7.222615835,2,9
"Murder in Brgy. Bagua, Cotabato City",24,6,2018,-99,-99,129804000,16,6,901,-98,124.2416605,7.225171479,3,9
"Murder in Brgy. Bagua, Cotabato City",2,2,2018,-99,-99,129804000,16,2,901,3006,124.2416605,7.225171479,6,3
"Murder in Brgy. Bagua, Cotabato City",28,1,2020,-99,-99,129804000,31,6,2031,5012,124.2416605,7.225171479,5,5
"Murder in Brgy. Bagua, Cotabato City",2,8,2020,-99,-99,129804000,16,6,2031,8008,124.2416605,7.225171479,2,8
"Murder in Brgy. Bagua, Cotabato City",6,4,2019,-99,-99,129804000,16,6,2031,-98,124.2416605,7.225171479,3,9
"Murder in Brgy. Baguindan, Tipo-Tipo, Basilan",28,5,2018,150700000,150706000,-99,2,6,901,5017,122.1429226,6.491034188,1,5
"Murder in Brgy. Baimbing, Lamitan City, Basilan",30,12,2018,150700000,-99,150702000,16,6,2031,3005,122.1419317,6.614475241,2,3
"Murder in Brgy. Baimbing, Lamitan City, Basilan",27,4,2020,150700000,-99,150702000,16,6,2031,-98,122.1419317,6.614475241,2,9
"Murder in Brgy. Baka, Datu Odin Sinsuat, Maguindanao",24,11,2019,153800000,153807000,-99,16,6,901,3005,124.3056442,7.093911523,3,3
"Murder in Brgy. Bakat, Shariff Saydona Mustapha, Maguindanao",19,8,2019,153800000,153837000,-99,7,6,2031,3015,124.5398478,6.967962495,2,3
"Murder in Brgy. Bakat, Shariff Saydona Mustapha, Maguindanao",5,11,2020,153800000,153837000,-99,16,6,901,-98,124.5398478,6.967962495,3,9
"Murder in Brgy. Bakong, Languyan, Tawi-Tawi",2,7,2016,157000000,157009000,-99,16,6,901,-98,119.9794037,5.199706977,2,9
"Murder in Brgy. Balanakan, Datu Piang, Maguindanao",14,12,2018,153800000,153806000,-99,16,6,921,8012,124.4777197,7.028785343,3,8
"Murder in Brgy. Balas, Lamitan City, Basilan",7,11,2014,150700000,-99,150702000,-98,9,906,-98,122.1316643,6.692991776,2,9
"Murder in Brgy. Baligtang, Pandami, Sulu",19,12,2020,156600000,156618000,-99,16,6,901,8008,120.7796265,5.551604245,3,8
"Murder in Brgy. Balimbing Proper, Panglima Sugala, Tawi-Tawi",26,6,2018,157000000,157001000,-99,16,6,901,-98,119.9655185,5.097531614,4,9
"Murder in Brgy. Balintao, Maguing, Lanao del Sur",6,4,2017,153600000,153634000,-99,16,6,2031,3005,124.3925141,7.884211071,2,3
"Murder in Brgy. Balintao, Maguing, Lanao del Sur ",21,7,2017,153600000,153634000,-99,16,6,901,3006,124.3925141,7.884211071,2,3
"Murder in Brgy. Balut, Sultan Mastura, Maguindanao",21,3,2017,153800000,153824000,-99,16,6,2031,-98,124.3014955,7.302533239,2,9
"Murder in Brgy. Balut, Sultan Mastura, Maguindanao",22,5,2019,153800000,153824000,-99,16,9,901,-98,124.3014955,7.302533239,2,9
"Murder in Brgy. Balut, Sultan Mastura, Maguindanao",16,11,2019,153800000,153824000,-99,16,6,901,-98,124.3014955,7.302533239,2,9
"Murder in Brgy. Balut, Sultan Mastura, Maguindanao",10,12,2019,153800000,153824000,-99,-98,9,901,-98,124.3014955,7.302533239,3,9
"Murder in Brgy. Balut, Sultan Mastura, Maguindanao",15,8,2020,153800000,153824000,-99,-98,9,2031,-98,124.3014955,7.302533239,3,9
"Murder in Brgy. Banaba, Datu Abdullah Sangki, Maguindanao",19,6,2017,153800000,153828000,-99,-98,-98,901,-98,124.5230262,6.792076097,2,9
"Murder in Brgy. Banaba, Datu Abdullah Sangki, Maguindanao",5,5,2020,153800000,153828000,-99,16,6,2031,-98,124.5230262,6.792076097,2,9
"Murder in Brgy. Banaba, Datu Abdullah Sangki, Maguindanao",11,6,2020,153800000,153828000,-99,16,6,2031,-98,124.5230262,6.792076097,3,9
"Murder in Brgy. Banago, Balabagan, Lanao del Sur",2,9,2019,153600000,153602000,-99,16,6,906,-98,124.1275055,7.510365289,5,9
"Murder in Brgy. Banago, Balabagan, Lanao del Sur ",5,6,2019,153600000,153602000,-99,12,6,2031,-98,124.1275055,7.510365289,3,9
"Murder in Brgy. Banah, Tipo-Tipo, Basilan",8,2,2017,150700000,150706000,-99,16,6,2031,-98,122.1881448,6.536891181,2,9
"Murder in Brgy. Banah, Tipo-Tipo, Basilan",4,5,2018,150700000,150706000,-99,16,6,901,-98,122.1881448,6.536891181,1,9
"Murder in Brgy. Banah, Tipo-Tipo, Basilan ",11,7,2018,150700000,150706000,-99,16,6,2031,-98,122.1881448,6.536891181,3,9
"Murder in Brgy. Bandang, Talipao, Sulu",17,9,2019,156600000,156613000,-99,16,6,906,8008,121.0628064,5.98195288,4,8
"Murder in Brgy. Banga, Wao, Lanao del Sur",12,3,2018,153600000,153630000,-99,16,-98,906,-98,124.7279972,7.658329365,4,9
"Murder in Brgy. Banga, Wao, Lanao del Sur",9,7,2019,153600000,153630000,-99,16,2,2031,3005,124.7279972,7.658329365,2,3
"Murder in Brgy. Bangcuang, Tipo-Tipo, Basilan",10,9,2019,150700000,150706000,-99,-98,9,901,-98,122.1575882,6.53366386,2,9
"Murder in Brgy. Banggolo Poblacion, Marawi City, Lanao del Sur",13,3,2017,153600000,-99,153617000,31,6,2031,-98,124.2909603,8.001108902,3,9
"Murder in Brgy. Bangkal, Patikul, Sulu",17,2,2017,156600000,156611000,-99,-98,9,901,-98,121.0464697,6.051029298,2,9
"Murder in Brgy. Bangkal, Patikul, Sulu",13,4,2017,156600000,156611000,-99,16,6,2031,-98,121.0464697,6.051029298,2,9
"Murder in Brgy. Bangkilay, Pangutaran, Sulu",12,4,2017,156600000,156608000,-99,16,6,2031,-98,120.5673598,6.284056654,2,9
"Murder in Brgy. Bansayan, Poona Bayabao, Lanao del Sur",11,3,2018,153600000,153622000,-99,-98,9,901,8008,124.3458106,7.84206839,2,8
"Murder in Brgy. Bantalan, Tagoloan 2, Lanao del Sur",2,8,2018,153600000,153638000,-99,16,6,901,-98,124.4605608,8.111640446,2,9
"Murder in Brgy. Bantek, Upi, Maguindanao",22,8,2020,153800000,153815000,-99,16,-98,906,7004,124.0720843,6.914755542,3,7
"Murder in Brgy. Barimbingan, Ditsaan-Ramain, Lanao del Sur",4,11,2019,153600000,153624000,-99,-98,9,2031,-98,124.3532881,8.011351658,2,9
"Murder in Brgy. Barira (Pob.), Barira, Maguindanao",24,9,2017,153800000,153818000,-99,16,6,2031,-98,124.2986766,7.496129154,2,9
"Murder in Brgy. Barira (Pob.), Barira, Maguindanao",10,8,2019,153800000,153818000,-99,16,6,901,3006,124.2986766,7.496129154,2,3
"Murder in Brgy. Barira (Pob.), Barira, Maguindanao",19,2,2020,153800000,153818000,-99,16,6,2031,-98,124.2986766,7.496129154,2,9
"Murder in Brgy. Barira (Pob.), Barira, Maguindanao",8,8,2020,153800000,153818000,-99,16,6,2031,-98,124.2986766,7.496129154,2,9
"Murder in Brgy. Barit, Ganassi, Lanao del Sur",13,8,2020,153600000,153609000,-99,16,6,901,-98,124.0872299,7.812170175,2,9
"Murder in Brgy. Barurao, Sultan sa Barongis, Maguindanao",9,11,2017,153800000,153813000,-99,28,6,2031,-98,124.6008607,6.882561531,2,9
"Murder in Brgy. Barurao, Sultan sa Barongis, Maguindanao",18,3,2017,153800000,153813000,-99,7,6,2031,3006,124.6008607,6.882561531,10,3
"Murder in Brgy. Barurao, Sultan Sa Barongis, Maguindanao",20,12,2018,153800000,153813000,-99,24,6,2031,3006,124.6008607,6.882561531,2,3
"Murder in Brgy. Barurao, Sultan sa Barongis, Maguindanao",21,11,2019,153800000,153813000,-99,16,6,901,-98,124.6008607,6.882561531,3,9
"Murder in Brgy. Barurao, Sultan sa Barongis, Maguindanao",18,12,2019,153800000,153813000,-99,16,-98,901,8008,124.6008607,6.882561531,3,8
"Murder in Brgy. Basak Maito, Saguiaran, Lanao del Sur",22,10,2020,153600000,153625000,-99,16,6,2031,-98,124.2621625,8.031737313,2,9
"Murder in Brgy. Basak Malutlut, Marawi City, Lanao del Sur",4,2,2020,153600000,-99,153617000,16,6,901,7004,124.2707616,8.005966796,2,7
"Murder in Brgy. Basak Malutlut, Marawi City, Lanao del Sur ",30,8,2019,153600000,-99,153617000,31,6,2031,5011,124.2707616,8.005966796,6,5
"Murder in Brgy. Basakan, Hadji Mohammad Ajul, Basilan",23,9,2017,150700000,150710000,-99,16,6,2031,3005,122.3002003,6.631678629,2,3
"Murder in Brgy. Batal-Punud, Marantao, Lanao del Sur ",27,7,2017,153600000,153616000,-99,16,6,2031,-98,124.2546092,7.973510787,2,9
"Murder in Brgy. Bato-bato, Indanan, Sulu",15,9,2017,156600000,156601000,-99,16,-98,2031,-98,120.9514166,6.028928306,3,9
"Murder in Brgy. Bato-Bato, Indanan, Sulu  ",7,7,2017,156600000,156601000,-99,16,6,901,5017,120.9514166,6.028928306,3,5
"Murder in Brgy. Bato-Bato, Maguing, Lanao del Sur",16,10,2018,153600000,153634000,-99,16,6,2031,-98,124.4849327,7.942514969,3,9
"Murder in Brgy. Batu-batu (Pob.), Panglima Sugala, Tawi-Tawi",7,6,2020,157000000,157001000,-99,24,6,901,-98,119.8830199,5.091288917,2,9
"Murder in Brgy. Batungal, Maluso, Basilan",9,4,2018,150700000,150704000,-99,16,6,2031,8008,121.8907715,6.562079351,2,8
"Murder in Brgy. Baugan, Lumba-Bayabao, Lanao del Sur",6,8,2017,153600000,153611000,-99,16,6,2031,-98,124.3870945,7.857989011,2,9
"Murder in Brgy. Baungos, Lamitan City, Basilan",2,10,2020,150700000,-99,150702000,16,6,906,1002,122.0549289,6.726026957,2,1
"Murder in Brgy. Bauno Garing, Panglima Sugala, Tawi-Tawi",18,12,2015,157000000,157001000,-99,16,6,901,-98,119.8718256,5.066191454,2,9
"Murder in Brgy. Baunoh, Panamao, Sulu",6,5,2015,156600000,156607000,-99,16,6,901,-98,121.2315147,5.94504667,2,9
"Murder in Brgy. Bawang, Madamba, Lanao del Sur",20,11,2019,153600000,153614000,-99,16,6,2031,3005,124.045749,7.886013582,3,3
"Murder in Brgy. Bayabao Poblacion, Butig, Lanao del Sur",19,5,2019,153600000,153607000,-99,16,6,2031,3006,124.3117598,7.747193679,2,3
"Murder in Brgy. Bayabao, Butig, Lanao del Sur",4,12,2011,153600000,153607000,-99,16,6,901,-98,124.3117598,7.747193679,2,9
"Murder in Brgy. Bayanga Norte, Matanog, Maguindanao",22,1,2018,153800000,153809000,-99,16,6,901,8008,124.2597862,7.530788246,3,8
"Murder in Brgy. Bayanga Norte, Matanog, Maguindanao",5,3,2018,153800000,153809000,-99,16,6,2031,8008,124.2685822,7.475125827,3,8
"Murder in Brgy. Bayanga Norte, Matanog, Maguindanao",5,5,2018,153800000,153809000,-99,-98,9,2031,8008,124.2597862,7.530788246,3,8
"Murder in Brgy. Bayanga Norte, Matanog, Maguindanao",30,7,2019,153800000,153809000,-99,16,6,901,3006,124.2597862,7.530788246,3,3
"Murder in Brgy. Bayanga Sur,  Matanog, Maguindanao",11,10,2018,153800000,153809000,-99,16,9,2031,3006,124.2311538,7.478413741,3,3
"Murder in Brgy. Bayanga Sur, Matanog, Maguindanao",11,6,2018,153800000,153809000,-99,16,6,901,3005,124.2311538,7.478413741,2,3
"Murder in Brgy. Bayanga Sur, Matanog, Maguindanao",20,6,2020,153800000,153809000,-99,16,6,2031,-98,124.2311538,7.478413741,2,9
"Murder in Brgy. Bayanga Sur, Matanog, Maguindanao ",10,5,2017,153800000,153809000,-99,16,6,901,-98,124.2311538,7.478413741,2,9
"Murder in Brgy. Begang, Isabela City",6,2,2019,-99,-99,99701000,16,4,2031,-98,122.0167444,6.682432846,3,9
"Murder in Brgy. Benembengan Upper, Sumisip, Basilan",19,2,2019,150700000,150705000,-99,-98,9,2031,-98,121.959638,6.457769573,3,9
"Murder in Brgy. Benembengan Upper, Sumisip, Basilan",21,2,2019,150700000,150705000,-99,-98,9,2031,-98,121.959638,6.457769573,2,9
"Murder in Brgy. Benolen, Datu Odin Sinsuat, Maguindanao",24,1,2017,153800000,153807000,-99,-98,9,901,-98,124.2967473,7.022342423,2,9
"Murder in Brgy. Benolen, Datu Odin Sinsuat, Maguindanao",26,7,2019,153800000,153807000,-99,16,9,901,-98,124.2967473,7.022342423,2,9
"Murder in Brgy. Beruar, Tamparan, Lanao del Sur ",14,8,2017,153600000,153626000,-99,16,6,2031,3005,124.3325393,7.870948354,2,3
"Murder in Brgy. Beta, Tubaran, Lanao del Sur",27,5,2019,153600000,153628000,-99,16,6,2031,3015,124.194098,7.707482627,2,3
"Murder in Brgy. Biarong, South Upi, Maguindanao",6,5,2018,153800000,153817000,-99,-98,9,2032,8012,124.2729733,6.916428149,3,8
"Murder in Brgy. Biasong, Picong, Lanao del Sur",23,8,2018,153600000,153635000,-99,16,6,901,-98,123.9174939,7.710248304,3,9
"Murder in Brgy. Biasong, Picong, Lanao del Sur",24,9,2020,153600000,153635000,-99,-98,9,2031,-98,123.9174939,7.710248304,2,9
"Murder in Brgy. Binangga North, Talayan, Maguindanao",12,7,2020,153800000,153816000,-99,16,6,2031,-98,124.3981307,7.000656825,2,9
"Murder in Brgy. Binuangan, Isabela City",21,5,2019,-99,-99,99701000,12,6,2031,-98,121.991331,6.701568442,3,9
"Murder in Brgy. Bitu, Datu Odin Sinsuat, Maguindanao",22,7,2017,153800000,153807000,-99,16,-98,901,-98,124.2834517,7.13947044,1,9
"Murder in Brgy. Blensong, Upi, Maguindanao",13,2,2015,153800000,153815000,-99,16,6,901,-98,124.1982463,7.00065186,3,9
"Murder in Brgy. Blensong, Upi, Maguindanao",10,3,2020,153800000,153815000,-99,24,6,9999,-98,124.1982463,7.00065186,2,9
"Murder in Brgy. Blensong, Upi, Maguindanao",29,11,2020,153800000,153815000,-99,16,6,901,-98,124.1982463,7.00065186,9,9
"Murder in Brgy. Boganga, Marawi City, Lanao del Sur",9,10,2020,153600000,-99,153617000,16,6,901,8004,124.3136034,8.003910091,3,8
"Murder in Brgy. Bohe Pahuh, Ungkaya Pukan, Basilan",4,9,2018,150700000,150711000,-99,16,6,2031,-98,122.0953037,6.519114229,5,9
"Murder in Brgy. Bohe Yakan, Lamitan City",14,2,2018,150700000,-99,150702000,16,6,2031,3005,122.1017888,6.589096773,2,3
"Murder in Brgy. Bohebessey, Lamitan City, Basilan",27,11,2018,150700000,-99,150702000,2,6,901,-98,122.1583052,6.570333829,1,9
"Murder in Brgy. Boheibu, Lamitan, Basilan",20,11,2017,150700000,-99,150702000,16,6,2031,-98,122.1497712,6.592022388,3,9
"Murder in Brgy. Bohe-languyan, Sumisip, Basilan",30,3,2020,150700000,150705000,-99,16,6,2031,-98,122.0806323,6.453309866,1,9
"Murder in Brgy. Bohelebung, Tipo-Tipo, Basilan",3,7,2020,150700000,150706000,-99,2,6,901,3005,122.1869066,6.526863114,10,3
"Murder in Brgy. Bohe-Pahu, Ungkaya Pukan, Basilan",19,2,2018,150700000,150711000,-99,16,6,2031,-98,122.0953037,6.519114229,2,9
"Murder in Brgy. Bohe-Pahuh, Ungkaya Pukan, Basilan",28,6,2017,150700000,150711000,-99,16,6,901,-98,122.0953037,6.519114229,2,9
"Murder in Brgy. Bohe-Pahuh, Ungkaya Pukan, Basilan",13,11,2020,150700000,150711000,-99,16,6,901,3006,122.0953037,6.519114229,10,3
"Murder in Brgy. Bohetambis, Tuburan, Basilan",26,11,2017,150700000,150707000,-99,-98,9,2031,-98,122.2056836,6.577549271,2,9
"Murder in Brgy. Bohetambis, Tuburan, Basilan",1,12,2018,150700000,150707000,-99,16,6,901,-98,122.2056836,6.577549271,2,9
"Murder in Brgy. Boheyawas, Lamitan City, Basilan",7,3,2018,150700000,-99,150702000,16,6,2031,8008,122.1222809,6.650118982,2,8
"Murder in Brgy. Boheyawas, Lamitan City, Basilan",23,3,2018,150700000,-99,150702000,16,6,2031,8008,122.1222809,6.650118982,5,8
"Murder in Brgy. Bolinsong, Pualas, Lanao del Sur",4,4,2017,153600000,153623000,-99,-98,-98,901,3006,124.0587262,7.83276325,3,3
"Murder in Brgy. Boliok, Sultan Mastura, Maguindanao",11,10,2017,153800000,153824000,-99,-98,6,901,-98,124.2362027,7.313668733,2,9
"Murder in Brgy. Bonbon, Patikul, Sulu",30,11,2018,156600000,156611000,-99,2,6,2031,-98,121.163756,6.069431278,2,9
"Murder in Brgy. Bonbon, Patikul, Sulu",15,3,2020,156600000,156611000,-99,16,6,2031,8008,121.163756,6.069431278,2,8
"Murder in Brgy. Bongabong, Kapatagan, Lanao del Sur",25,6,2017,153600000,153639000,-99,16,6,2031,3006,124.1850422,7.48120736,2,3
"Murder in Brgy. Bongao Poblacion, Bongao, Tawi-Tawi",18,6,2016,157000000,157002000,-99,16,6,901,-98,119.7723973,5.03036731,2,9
"Murder in Brgy. Bongao Poblacion, Bongao, Tawi-Tawi",4,7,2015,157000000,157002000,-99,16,6,901,-98,119.7723973,5.03036731,2,9
"Murder in Brgy. Bongao Poblacion, Bongao, Tawi-Tawi",10,4,2017,157000000,157002000,-99,16,-98,901,-98,119.7723973,5.03036731,3,9
"Murder in Brgy. Bongao Poblacion, Bongao, Tawi-Tawi",15,4,2017,157000000,157002000,-99,16,9,901,-98,119.7723973,5.03036731,4,9
"Murder in Brgy. Bongao Poblacion, Bongao, Tawi-Tawi",16,1,2018,157000000,157002000,-99,16,6,901,8008,119.7723973,5.03036731,2,8
"Murder in Brgy. Bongao Poblacion, Bongao, Tawi-Tawi",13,8,2018,157000000,157002000,-99,16,6,901,-98,119.7723973,5.03036731,2,9
"Murder in Brgy. Bongao Poblacion, Bongao, Tawi-Tawi",27,10,2020,157000000,157002000,-99,16,6,2031,-98,119.7723973,5.03036731,2,9
"Murder in Brgy. Bongo Island (Litayen), Parang, Maguindanao",21,3,2017,153800000,153811000,-99,-98,-98,2031,-98,124.0348039,7.333512712,3,9
"Murder in Brgy. Bongo Island, Parang, Maguindanao",11,4,2015,153800000,153811000,-99,16,6,901,-98,124.0348039,7.333512712,2,9
"Murder in Brgy. Bongo, South Upi, Maguindanao",26,2,2017,153800000,153817000,-99,16,6,2031,-98,124.2107531,6.905383043,2,9
"Murder in Brgy. Bongo, South Upi, Maguindanao",3,7,2018,153800000,153817000,-99,16,6,2031,-98,124.2107531,6.905383043,3,9
"Murder in Brgy. Bo-ot, Wao, Lanao del Sur",16,1,2017,153600000,153630000,-99,-98,-98,901,-98,124.725239,7.610476226,2,9
"Murder in Brgy. Borongotan, Upi, Maguindanao",2,5,2016,153800000,153815000,-99,16,6,2031,-98,124.167542,6.983845526,3,9
"Murder in Brgy. Brar, Datu Anggal Midtimbang, Maguindanao",3,9,2017,153800000,153831000,-99,16,6,2031,8008,124.3072203,6.995373775,2,8
"Murder in Brgy. Brar, Datu Anggal Midtimbang, Maguindanao",11,3,2018,153800000,153831000,-99,16,6,901,8008,124.3072203,6.995373775,2,8
"Murder in Brgy. Brar, Datu Anggal Midtimbang, Maguindanao",9,2,2019,153800000,153831000,-99,31,6,901,-98,124.3072203,6.995373775,3,9
